danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre_playlist,name,artist
0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,audio_features,5WNYg3usc6H8N3MBEp4zVk,spotify:track:5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/tracks/5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/audio-analysis/5WNYg3usc6H8N3MBEp4zVk,320720,4,RAP.,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator"
0.812,0.6,7,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,audio_features,5YTM7OgQDt9EJAYcfHLniJ,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,https://api.spotify.com/v1/tracks/5YTM7OgQDt9EJAYcfHLniJ,https://api.spotify.com/v1/audio-analysis/5YTM7OgQDt9EJAYcfHLniJ,226440,4,RAP.,Award Tour,A Tribe Called Quest
0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,audio_features,5iUQMwxUPdJBFeGkePtM66,spotify:track:5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/tracks/5iUQMwxUPdJBFeGkePtM66,https://api.spotify.com/v1/audio-analysis/5iUQMwxUPdJBFeGkePtM66,305350,4,RAP.,Dang! (feat. Anderson .Paak),Mac Miller
0.742,0.93,11,-7.207,1,0.0977,0.0557,0.000242,0.272,0.967,129.986,audio_features,60b6B2ULC85t4Y5IjZvP7A,spotify:track:60b6B2ULC85t4Y5IjZvP7A,https://api.spotify.com/v1/tracks/60b6B2ULC85t4Y5IjZvP7A,https://api.spotify.com/v1/audio-analysis/60b6B2ULC85t4Y5IjZvP7A,166347,4,RAP.,Tamale,"Tyler, The Creator"
0.568,0.873,1,-5.22,1,0.265,0.0731,0.0,0.367,0.547,106.783,audio_features,6BvtitRX5lQC87YlA6rq0n,spotify:track:6BvtitRX5lQC87YlA6rq0n,https://api.spotify.com/v1/tracks/6BvtitRX5lQC87YlA6rq0n,https://api.spotify.com/v1/audio-analysis/6BvtitRX5lQC87YlA6rq0n,209093,5,RAP.,Bubblin,Anderson .Paak
0.686,0.429,8,-10.402,0,0.15,0.71,3.41e-06,0.166,0.27,130.09,audio_features,6KuXb26rHuRy3ZDse1VRmx,spotify:track:6KuXb26rHuRy3ZDse1VRmx,https://api.spotify.com/v1/tracks/6KuXb26rHuRy3ZDse1VRmx,https://api.spotify.com/v1/audio-analysis/6KuXb26rHuRy3ZDse1VRmx,194933,4,RAP.,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator"
0.717,0.907,4,-4.457,0,0.0389,0.035,0.00696,0.594,0.401,107.051,audio_features,6bM3GKo47KVgvj3gHdWS0U,spotify:track:6bM3GKo47KVgvj3gHdWS0U,https://api.spotify.com/v1/tracks/6bM3GKo47KVgvj3gHdWS0U,https://api.spotify.com/v1/audio-analysis/6bM3GKo47KVgvj3gHdWS0U,232693,4,RAP.,Like Woah,Logic
0.523,0.153,1,-12.785,1,0.0689,0.945,0.000944,0.114,0.184,84.659,audio_features,6eIEJLVaPTU3NuctqdWCzJ,spotify:track:6eIEJLVaPTU3NuctqdWCzJ,https://api.spotify.com/v1/tracks/6eIEJLVaPTU3NuctqdWCzJ,https://api.spotify.com/v1/audio-analysis/6eIEJLVaPTU3NuctqdWCzJ,224347,4,RAP.,Dunno - Recorded at Spotify Studios NYC,Mac Miller
0.58,0.935,6,-4.847,0,0.293,0.176,0.0,0.514,0.666,129.173,audio_features,6kiauSlWtddVQx4JwJx51p,spotify:track:6kiauSlWtddVQx4JwJx51p,https://api.spotify.com/v1/tracks/6kiauSlWtddVQx4JwJx51p,https://api.spotify.com/v1/audio-analysis/6kiauSlWtddVQx4JwJx51p,219400,4,RAP.,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",DJ Khalil
0.908,0.638,10,-6.663,0,0.221,0.137,1.41e-05,0.22,0.388,130.007,audio_features,72ic9IhRix05fIkRzGGMXD,spotify:track:72ic9IhRix05fIkRzGGMXD,https://api.spotify.com/v1/tracks/72ic9IhRix05fIkRzGGMXD,https://api.spotify.com/v1/audio-analysis/72ic9IhRix05fIkRzGGMXD,197307,4,RAP.,Boca Raton (with A$AP Ferg),Bas
0.833,0.888,1,-4.181,1,0.127,0.131,0.000364,0.116,0.592,115.019,audio_features,77mLzdHEWRB60CLlV02TV2,spotify:track:77mLzdHEWRB60CLlV02TV2,https://api.spotify.com/v1/tracks/77mLzdHEWRB60CLlV02TV2,https://api.spotify.com/v1/audio-analysis/77mLzdHEWRB60CLlV02TV2,331347,4,RAP.,America,Logic
0.679,0.648,2,-5.892,1,0.445,0.145,0.0,0.182,0.635,94.378,audio_features,7EulRO07ZgchxqKUHb8Pvc,spotify:track:7EulRO07ZgchxqKUHb8Pvc,https://api.spotify.com/v1/tracks/7EulRO07ZgchxqKUHb8Pvc,https://api.spotify.com/v1/audio-analysis/7EulRO07ZgchxqKUHb8Pvc,190177,4,RAP.,1985 - Intro to “The Fall Off”,J. Cole
0.661,0.773,9,-6.809,0,0.0839,0.00127,5.66e-06,0.117,0.318,106.852,audio_features,7GvKDZP30uHX0p8y3Kn6BM,spotify:track:7GvKDZP30uHX0p8y3Kn6BM,https://api.spotify.com/v1/tracks/7GvKDZP30uHX0p8y3Kn6BM,https://api.spotify.com/v1/audio-analysis/7GvKDZP30uHX0p8y3Kn6BM,254280,4,RAP.,Brother's Keeper (feat. Pusha T),Anderson .Paak
0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,RAP.,See You Again (feat. Kali Uchis),"Tyler, The Creator"
0.805,0.833,1,-6.73,0,0.12,0.0859,0.0,0.0578,0.703,109.076,audio_features,7c3SbTuufigBWURcICnAWy,spotify:track:7c3SbTuufigBWURcICnAWy,https://api.spotify.com/v1/tracks/7c3SbTuufigBWURcICnAWy,https://api.spotify.com/v1/audio-analysis/7c3SbTuufigBWURcICnAWy,268400,4,RAP.,Tints (feat. Kendrick Lamar),Anderson .Paak
0.585,0.941,10,-3.278,0,0.145,0.03,8.41e-06,0.196,0.45,130.024,audio_features,7cFFhb9Wz2ZXLSpEk2VDKd,spotify:track:7cFFhb9Wz2ZXLSpEk2VDKd,https://api.spotify.com/v1/tracks/7cFFhb9Wz2ZXLSpEk2VDKd,https://api.spotify.com/v1/audio-analysis/7cFFhb9Wz2ZXLSpEk2VDKd,153773,4,RAP.,Way Up,Jaden
0.53,0.427,9,-7.338,0,0.0275,0.405,0.0832,0.0976,0.195,75.111,audio_features,7er0EUMY653mxZ1NVD9mwQ,spotify:track:7er0EUMY653mxZ1NVD9mwQ,https://api.spotify.com/v1/tracks/7er0EUMY653mxZ1NVD9mwQ,https://api.spotify.com/v1/audio-analysis/7er0EUMY653mxZ1NVD9mwQ,179043,4,RAP.,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)","Tyler, The Creator"
0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,audio_features,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,297404,4,RAP.,Feels Like Summer,Childish Gambino
0.604,0.736,10,-5.596,0,0.0555,0.00608,0.109,0.11,0.345,118.012,audio_features,7pBsquIkbED6W6uSQJGbkn,spotify:track:7pBsquIkbED6W6uSQJGbkn,https://api.spotify.com/v1/tracks/7pBsquIkbED6W6uSQJGbkn,https://api.spotify.com/v1/audio-analysis/7pBsquIkbED6W6uSQJGbkn,211360,4,RAP.,Home,Vince Staples
0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,audio_features,7vgTNTaEz3CsBZ1N4YQalM,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/tracks/7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/audio-analysis/7vgTNTaEz3CsBZ1N4YQalM,271387,4,RAP.,Ghost Town,Kanye West
0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882,audio_features,7yotKA30dwTKNEGomV9ZsI,spotify:track:7yotKA30dwTKNEGomV9ZsI,https://api.spotify.com/v1/tracks/7yotKA30dwTKNEGomV9ZsI,https://api.spotify.com/v1/audio-analysis/7yotKA30dwTKNEGomV9ZsI,191437,4,RAP.,KOD,J. Cole
0.809,0.638,8,-5.646,0,0.28,0.262,0.0,0.453,0.608,94.893,audio_features,7dFGkZbmm6cVlI28bfMaWE,spotify:track:7dFGkZbmm6cVlI28bfMaWE,https://api.spotify.com/v1/tracks/7dFGkZbmm6cVlI28bfMaWE,https://api.spotify.com/v1/audio-analysis/7dFGkZbmm6cVlI28bfMaWE,224043,4,RAP.,Righteous Minds,Joey Bada$$
0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,audio_features,6JyEh4kl9DLwmSAoNDRn5b,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/tracks/6JyEh4kl9DLwmSAoNDRn5b,https://api.spotify.com/v1/audio-analysis/6JyEh4kl9DLwmSAoNDRn5b,153351,4,RAP.,4th Dimension,KIDS SEE GHOSTS
0.423,0.456,2,-8.45,0,0.0579,0.381,0.016,0.12,0.148,112.984,audio_features,6ACiYjq5Q7e6BlhZEHz7cd,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/tracks/6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/audio-analysis/6ACiYjq5Q7e6BlhZEHz7cd,223947,4,RAP.,Garden Shed (feat. Estelle),"Tyler, The Creator"
0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4,RAP.,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
0.837,0.684,4,-10.356,0,0.12,0.1,0.0,0.114,0.562,120.032,audio_features,1E63X7TyJDM5O6cAJObxel,spotify:track:1E63X7TyJDM5O6cAJObxel,https://api.spotify.com/v1/tracks/1E63X7TyJDM5O6cAJObxel,https://api.spotify.com/v1/audio-analysis/1E63X7TyJDM5O6cAJObxel,234069,4,RAP.,Do What You Love,Logic
0.534,0.566,5,-8.661,0,0.224,0.465,0.0,0.169,0.72,107.799,audio_features,2At3wa1XCMnEendDMO9qcM,spotify:track:2At3wa1XCMnEendDMO9qcM,https://api.spotify.com/v1/tracks/2At3wa1XCMnEendDMO9qcM,https://api.spotify.com/v1/audio-analysis/2At3wa1XCMnEendDMO9qcM,147523,4,RAP.,Senior Skip Day,Mac Miller
0.775,0.606,11,-7.74,1,0.26,0.525,0.00119,0.356,0.538,94.92,audio_features,4RfsI4UAzWaXeMH0XzI7rd,spotify:track:4RfsI4UAzWaXeMH0XzI7rd,https://api.spotify.com/v1/tracks/4RfsI4UAzWaXeMH0XzI7rd,https://api.spotify.com/v1/audio-analysis/4RfsI4UAzWaXeMH0XzI7rd,172653,4,RAP.,Damselfly,Loyle Carner
0.729,0.799,11,-7.378,0,0.0779,0.0588,0.00218,0.0948,0.532,115.04,audio_features,7gZzWI6yC0Wb8xLcNYoYIg,spotify:track:7gZzWI6yC0Wb8xLcNYoYIg,https://api.spotify.com/v1/tracks/7gZzWI6yC0Wb8xLcNYoYIg,https://api.spotify.com/v1/audio-analysis/7gZzWI6yC0Wb8xLcNYoYIg,253520,4,RAP.,Am I Wrong,Anderson .Paak
0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,audio_features,3PFaFVWq5wucLu6s4baj9D,spotify:track:3PFaFVWq5wucLu6s4baj9D,https://api.spotify.com/v1/tracks/3PFaFVWq5wucLu6s4baj9D,https://api.spotify.com/v1/audio-analysis/3PFaFVWq5wucLu6s4baj9D,415613,4,RAP.,Girl (feat. KAYTRANADA),The Internet
0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,audio_features,21yRtB6B8EMounImAfHRCP,spotify:track:21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/tracks/21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP,205093,4,RAP.,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator"
0.753,0.594,1,-9.486,0,0.0816,0.0711,0.0,0.391,0.562,112.568,audio_features,2Nh2cMryoXl7BrZoIeN2Pr,spotify:track:2Nh2cMryoXl7BrZoIeN2Pr,https://api.spotify.com/v1/tracks/2Nh2cMryoXl7BrZoIeN2Pr,https://api.spotify.com/v1/audio-analysis/2Nh2cMryoXl7BrZoIeN2Pr,193093,4,RAP.,Dapper (feat. Anderson .Paak),Domo Genesis
0.728,0.727,2,-3.585,1,0.206,0.0128,0.0,0.0882,0.89,143.144,audio_features,6V81K1OcvYgHEnCA6A2Qx9,spotify:track:6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/tracks/6V81K1OcvYgHEnCA6A2Qx9,https://api.spotify.com/v1/audio-analysis/6V81K1OcvYgHEnCA6A2Qx9,171467,4,RAP.,Start a Riot,Duckwrth
0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000795,0.121,0.116,95.036,audio_features,5zsHmE2gO3RefVsPyw2e3T,spotify:track:5zsHmE2gO3RefVsPyw2e3T,https://api.spotify.com/v1/tracks/5zsHmE2gO3RefVsPyw2e3T,https://api.spotify.com/v1/audio-analysis/5zsHmE2gO3RefVsPyw2e3T,222307,4,RAP.,What's Up Danger (with Black Caviar),Blackway
0.52,0.869,1,-4.546,0,0.28,0.0573,0.0,0.332,0.259,167.771,audio_features,4gKTgPgFEttvPSzHA8EOo3,spotify:track:4gKTgPgFEttvPSzHA8EOo3,https://api.spotify.com/v1/tracks/4gKTgPgFEttvPSzHA8EOo3,https://api.spotify.com/v1/audio-analysis/4gKTgPgFEttvPSzHA8EOo3,292933,4,RAP.,Soul Food,Logic
0.892,0.685,10,-4.906,0,0.072,0.301,0.000744,0.0775,0.61,95.958,audio_features,2Sh3g3NaqkD23mZ6Ugfrsq,spotify:track:2Sh3g3NaqkD23mZ6Ugfrsq,https://api.spotify.com/v1/tracks/2Sh3g3NaqkD23mZ6Ugfrsq,https://api.spotify.com/v1/audio-analysis/2Sh3g3NaqkD23mZ6Ugfrsq,263090,4,RAP.,"Good to Be Home (feat. Tom Misch, Loyle Carner & Rebel Kleff)",Barney Artist
0.645,0.771,9,-4.213,0,0.319,0.107,0.0,0.454,0.75,120.035,audio_features,2YUS8qCSBq2WOjOfh1QpDc,spotify:track:2YUS8qCSBq2WOjOfh1QpDc,https://api.spotify.com/v1/tracks/2YUS8qCSBq2WOjOfh1QpDc,https://api.spotify.com/v1/audio-analysis/2YUS8qCSBq2WOjOfh1QpDc,200093,4,RAP.,Under the Water (fg. IV),AllttA
0.587,0.726,1,-6.263,1,0.214,0.216,0.0,0.0868,0.248,151.882,audio_features,2mRh9gO4YlLJo6vFRgT13V,spotify:track:2mRh9gO4YlLJo6vFRgT13V,https://api.spotify.com/v1/tracks/2mRh9gO4YlLJo6vFRgT13V,https://api.spotify.com/v1/audio-analysis/2mRh9gO4YlLJo6vFRgT13V,312373,4,RAP.,Till The End,Logic
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,audio_features,5bJ1DrEM4hNCafcDd1oxHx,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,https://api.spotify.com/v1/audio-analysis/5bJ1DrEM4hNCafcDd1oxHx,345133,4,RAP.,Self Care,Mac Miller
0.541,0.809,8,-4.286,1,0.324,0.708,0.0,0.72,0.753,120.094,audio_features,3ODXRUPL44f04cCacwiCLC,spotify:track:3ODXRUPL44f04cCacwiCLC,https://api.spotify.com/v1/tracks/3ODXRUPL44f04cCacwiCLC,https://api.spotify.com/v1/audio-analysis/3ODXRUPL44f04cCacwiCLC,336013,4,RAP.,i,Kendrick Lamar
0.716,0.83,1,-4.67,0,0.222,0.244,1.69e-06,0.103,0.674,92.147,audio_features,6qCPW6pWrUNIESY7fp34D9,spotify:track:6qCPW6pWrUNIESY7fp34D9,https://api.spotify.com/v1/tracks/6qCPW6pWrUNIESY7fp34D9,https://api.spotify.com/v1/audio-analysis/6qCPW6pWrUNIESY7fp34D9,250451,4,RAP.,You Don't Know,Loyle Carner
0.443,0.623,0,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,audio_features,3vWzyGTu6Ovo1GdrcJqH6e,spotify:track:3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/tracks/3vWzyGTu6Ovo1GdrcJqH6e,https://api.spotify.com/v1/audio-analysis/3vWzyGTu6Ovo1GdrcJqH6e,233000,4,RAP.,Scared of the Dark (feat. XXXTENTACION),Lil Wayne
0.514,0.723,4,-8.748,0,0.406,0.16,0.0,0.672,0.587,89.14,audio_features,1WsRuvitfegWXQJKRgRZrj,spotify:track:1WsRuvitfegWXQJKRgRZrj,https://api.spotify.com/v1/tracks/1WsRuvitfegWXQJKRgRZrj,https://api.spotify.com/v1/audio-analysis/1WsRuvitfegWXQJKRgRZrj,161653,4,RAP.,Coming Back (feat. Mac Miller),Domo Genesis
0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45,audio_features,62vpWI1CHwFy7tMIcSStl8,spotify:track:62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987,4,RAP.,No Role Modelz,J. Cole
0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4,RAP.,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky
0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,audio_features,6olUplztLFFfU7fMYmFXOP,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4,RAP.,Sober,Childish Gambino
0.517,0.705,6,-8.205,0,0.364,0.0751,0.0,0.128,0.584,175.906,audio_features,6Ius4TC0L3cN74HT7ENE6e,spotify:track:6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,239320,4,RAP.,Wet Dreamz,J. Cole
0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,audio_features,6tZ3b7ik1QDXFAZlXib0YZ,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,https://api.spotify.com/v1/tracks/6tZ3b7ik1QDXFAZlXib0YZ,https://api.spotify.com/v1/audio-analysis/6tZ3b7ik1QDXFAZlXib0YZ,200310,4,RAP.,Kevin’s Heart,J. Cole
0.705,0.899,2,-4.242,1,0.0357,0.0877,6.11e-06,0.268,0.641,139.976,audio_features,5rwOE5J3Y1A2NiRa6y3Yph,spotify:track:5rwOE5J3Y1A2NiRa6y3Yph,https://api.spotify.com/v1/tracks/5rwOE5J3Y1A2NiRa6y3Yph,https://api.spotify.com/v1/audio-analysis/5rwOE5J3Y1A2NiRa6y3Yph,199573,4,RAP.,Stainless,Logic
0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,audio_features,6GnhWMhgJb7uyiiPEiEkDA,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA,https://api.spotify.com/v1/audio-analysis/6GnhWMhgJb7uyiiPEiEkDA,208080,4,RAP.,Weekend (feat. Miguel),Mac Miller
0.538,0.612,2,-6.02,1,0.424,0.308,0.0,0.213,0.684,168.197,audio_features,1jzIJcHCXneHw7ojC6LXiF,spotify:track:1jzIJcHCXneHw7ojC6LXiF,https://api.spotify.com/v1/tracks/1jzIJcHCXneHw7ojC6LXiF,https://api.spotify.com/v1/audio-analysis/1jzIJcHCXneHw7ojC6LXiF,182493,4,RAP.,Potato Salad,"Tyler, The Creator"
0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,audio_features,276zciJ7Fg7Jk6Ta6QuLkp,spotify:track:276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/tracks/276zciJ7Fg7Jk6Ta6QuLkp,https://api.spotify.com/v1/audio-analysis/276zciJ7Fg7Jk6Ta6QuLkp,169727,4,RAP.,Come Down,Anderson .Paak
0.649,0.587,5,-10.5,0,0.316,0.0774,0.0,0.377,0.513,92.871,audio_features,0lG7iyNSstVOLV6faMIHdD,spotify:track:0lG7iyNSstVOLV6faMIHdD,https://api.spotify.com/v1/tracks/0lG7iyNSstVOLV6faMIHdD,https://api.spotify.com/v1/audio-analysis/0lG7iyNSstVOLV6faMIHdD,282987,4,RAP.,6 Summers,Anderson .Paak
0.539,0.631,10,-7.673,1,0.393,0.00899,0.0,0.132,0.139,88.426,audio_features,3LfnrqODEqXpp7s974cT4z,spotify:track:3LfnrqODEqXpp7s974cT4z,https://api.spotify.com/v1/tracks/3LfnrqODEqXpp7s974cT4z,https://api.spotify.com/v1/audio-analysis/3LfnrqODEqXpp7s974cT4z,144667,4,RAP.,Saviers Road,Anderson .Paak
0.734,0.543,1,-7.979,1,0.4,0.186,0.0,0.372,0.336,78.168,audio_features,3rFF7kSm5qBOOPs6ljFgPp,spotify:track:3rFF7kSm5qBOOPs6ljFgPp,https://api.spotify.com/v1/tracks/3rFF7kSm5qBOOPs6ljFgPp,https://api.spotify.com/v1/audio-analysis/3rFF7kSm5qBOOPs6ljFgPp,237295,4,RAP.,The Cut Off (feat. kiLL edward),J. Cole
0.79,0.675,11,-6.952,0,0.319,0.166,1.36e-05,0.103,0.363,90.961,audio_features,4PIrQHxXlHlSXKoKd2nuxE,spotify:track:4PIrQHxXlHlSXKoKd2nuxE,https://api.spotify.com/v1/tracks/4PIrQHxXlHlSXKoKd2nuxE,https://api.spotify.com/v1/audio-analysis/4PIrQHxXlHlSXKoKd2nuxE,256198,4,RAP.,Loose Ends,Loyle Carner
0.616,0.881,2,-5.315,0,0.238,0.516,0.0,0.14,0.711,90.387,audio_features,2YQ1cc9xWnp5qI08rKt6wv,spotify:track:2YQ1cc9xWnp5qI08rKt6wv,https://api.spotify.com/v1/tracks/2YQ1cc9xWnp5qI08rKt6wv,https://api.spotify.com/v1/audio-analysis/2YQ1cc9xWnp5qI08rKt6wv,214427,4,RAP.,The Isle Of Arran,Loyle Carner
0.788,0.711,1,-7.811,0,0.0597,0.364,2.07e-05,0.0838,0.802,104.149,audio_features,4A7DUET5H4f7dJkUhjfVFB,spotify:track:4A7DUET5H4f7dJkUhjfVFB,https://api.spotify.com/v1/tracks/4A7DUET5H4f7dJkUhjfVFB,https://api.spotify.com/v1/audio-analysis/4A7DUET5H4f7dJkUhjfVFB,194023,4,CAR.,Lost in Paris,Tom Misch
0.845,0.57,0,-8.441,1,0.0802,0.0957,0.414,0.0813,0.466,113.003,audio_features,5w3yxRRxy5pvZdUvBJF6ve,spotify:track:5w3yxRRxy5pvZdUvBJF6ve,https://api.spotify.com/v1/tracks/5w3yxRRxy5pvZdUvBJF6ve,https://api.spotify.com/v1/audio-analysis/5w3yxRRxy5pvZdUvBJF6ve,269815,4,CAR.,South of the River,Tom Misch
0.802,0.607,11,-11.028,0,0.289,0.205,0.000748,0.246,0.274,96.916,audio_features,02CygBCQOIyEuhNZqHHcNx,spotify:track:02CygBCQOIyEuhNZqHHcNx,https://api.spotify.com/v1/tracks/02CygBCQOIyEuhNZqHHcNx,https://api.spotify.com/v1/audio-analysis/02CygBCQOIyEuhNZqHHcNx,261881,4,CAR.,It Runs Through Me,Tom Misch
0.666,0.537,8,-10.467,1,0.249,0.477,0.0208,0.0656,0.653,93.002,audio_features,6Pd20wirRDM9k4e69px3dN,spotify:track:6Pd20wirRDM9k4e69px3dN,https://api.spotify.com/v1/tracks/6Pd20wirRDM9k4e69px3dN,https://api.spotify.com/v1/audio-analysis/6Pd20wirRDM9k4e69px3dN,271530,4,CAR.,Water Baby,Tom Misch
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,CAR.,EARFQUAKE,"Tyler, The Creator"
0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,audio_features,39NDBdU5Xkm5pCFGa5kZtI,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/tracks/39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/audio-analysis/39NDBdU5Xkm5pCFGa5kZtI,287040,4,CAR.,Ladders,Mac Miller
0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,audio_features,2aPTvyE09vUCRwVvj0I8WK,spotify:track:2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/tracks/2aPTvyE09vUCRwVvj0I8WK,https://api.spotify.com/v1/audio-analysis/2aPTvyE09vUCRwVvj0I8WK,158206,4,CAR.,Sundress,A$AP Rocky
0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,audio_features,4j3GWI86JvSaF0BLdmgcfF,spotify:track:4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/tracks/4j3GWI86JvSaF0BLdmgcfF,https://api.spotify.com/v1/audio-analysis/4j3GWI86JvSaF0BLdmgcfF,213600,4,CAR.,Summertime Magic,Childish Gambino
0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,audio_features,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,297404,4,CAR.,Feels Like Summer,Childish Gambino
